Country,Country_Code,Year,Fertility_Rate,Urban_Population_Percent,Total_Population,Water_Access_Percent,Unemployment_Rate,Sanitary_Expense_Per_GDP,Life_Expectancy,Life_Expectancy_Female,Life_Expectancy_Male,Infant_Deaths,GDP_Per_Capita,Hospital_Beds_Per_1000,Female_Population,Male_Population,Alcohol_Consumption_Per_Capita,Immunization_Rate,Sanitary_Expense_Per_Capita,CO2_Exposure_Percent,Air_Pollution,Labour_Force_Total,Tuberculosis_Per_100000,Suicide_Rate_Percent,Obesity_Rate_Percent,Underweight_Rate_Percent,Overweight_Rate_Percent,Safe_Water_Access_Percent,log_GDP_Per_Capita,Life_Expectancy_Score,log_GDP_Per_Capita_Score,Safe_Water_Access_Percent_Score,Unemployment_Rate_Score,Immunization_Rate_Score,Aggregate_Score
Saudi Arabia,SAU,2016,2.59,83.401,33416270.0,,5.6,6.24143076,77.064,78.716,75.861,4646.0,19930.4111440325,2.12,14124969.0,19291301.0,0.0,98.0,1243.94177246,57.2721294327821,57.2721294327821,13967604.0,10.0,2.2,34.71,3.74,69.16,100.0,9.900002042398597,0.7958883594281821,0.6468775416992516,1.0,0.8455359901143034,0.9875,0.8551603782483473
Saudi Arabia,SAU,2017,2.584,83.622,34193122.0,,5.89,6.03126049,77.16,78.796,75.917,4406.0,20910.4821334146,2.13,14364501.0,19828621.0,0.0,98.0,1261.1652832,59.4402484783372,59.4402484783372,13926541.0,10.0,2.12,35.4,3.75,69.57,100.0,9.948005849708967,0.7985023825731788,0.6537462144616801,1.0,0.8373915241385121,0.9875,0.8554280242346742
Saudi Arabia,SAU,2018,2.546,83.844,35018133.0,,6.029,5.34063101,77.212,78.911,75.921,4242.0,24175.5816431828,2.15,14682638.0,20335495.0,0.0,96.0,1291.12866211,61.9886640504678,61.9886640504678,14523667.0,11.0,2.03,35.98,3.76,69.93,100.0,10.093098379729389,0.7999183117767189,0.6745069241807995,1.0,0.8334877973432191,0.9625,0.8540826066601476
Saudi Arabia,SAU,2019,2.504,84.065,35827362.0,,5.636,5.46742678,77.304,78.909,76.07,4087.0,23405.7087429435,2.15,14991273.0,20836089.0,0.0,96.0,1279.6907959,58.6225928552836,58.6225928552836,15485557.0,11.0,1.95,36.55,3.78,70.26,100.0,10.060735234965222,0.8024234172906739,0.6698762112560739,1.0,0.8445249529586879,0.9625,0.8558649163010872
Saudi Arabia,SAU,2020,2.465,84.287,35997107.0,,7.45,6.64629889,76.239,77.992,74.966,3948.0,20398.0614331035,2.18,15110254.0,20886852.0,0.0,95.0,1355.71655273,53.1486013629285,53.1486013629285,15995144.0,8.7,,37.31,3.8,70.58,100.0,9.923195147527837,0.773424098025868,0.6501961503347574,1.0,0.7935799140618418,0.95,0.8334400324844935
Saudi Arabia,SAU,2021,2.427,84.508,35950396.0,,6.621,5.96836901,76.936,78.771,75.59,3698.0,24315.6153272971,2.15,15184150.0,20766246.0,,97.0,1441.9987793,,,16336779.0,9.0,,38.17,3.83,70.91,100.0,10.098874029007384,0.7924029952348538,0.6753333387321414,1.0,0.8168618530064313,0.975,0.8519196373946853
Senegal,SEN,2012,5.005,44.603,13231833.0,23.5792275619602,3.887,4.26688004,65.457,67.456,63.357,19228.0,1334.72591526235,,6731566.0,6500266.0,0.38,91.0,56.95115662,71.9845097478197,71.9845097478197,3527583.0,129.0,3.48,10.2,14.73,15.37,59.7,7.196481242836411,0.4798366235534375,0.26004156515785454,0.4582605188869472,0.8936445081023394,0.9,0.5983566431401157
Senegal,SEN,2013,4.96,45.019,13595566.0,23.8863832508195,4.989,4.38573599,66.072,68.236,63.803,18882.0,1391.5321896037,,6918883.0,6676682.0,0.37,92.0,61.02893066,50.7740625879857,50.7740625879857,3585375.0,127.0,3.51,10.46,14.83,15.69,61.37,7.238160713722959,0.4965827093260722,0.26600531392011206,0.48070977281892724,0.8626955373943326,0.9125,0.6036986666918888
Senegal,SEN,2014,4.905,45.436,13970308.0,24.1927117787544,5.842,4.38962269,66.452,68.411,64.367,18489.0,1417.094987474,,7111154.0,6859154.0,0.36,89.0,62.2051239,54.8894665378893,54.8894665378893,3646878.0,125.0,3.43,10.73,14.94,16.01,63.06,7.25636427165288,0.506929884275017,0.26860998820613546,0.5034278800914102,0.8387395736793328,0.875,0.5985414652503791
Senegal,SEN,2015,4.781,45.862,14356181.0,24.5005719592568,6.757,4.37789631,66.879,69.085,64.549,17936.0,1238.12639978389,0.69,7307890.0,7048291.0,0.37,89.0,54.20389557,70.740985096638,70.740985096638,3713527.0,123.0,3.34,11.02,15.06,16.34,64.76,7.12135454801968,0.5185568413886998,0.24929198691955726,0.5262804140341445,0.8130423793074396,0.875,0.5964343243299682
Senegal,SEN,2016,4.683,46.296,14751356.0,24.8096361299701,4.455,4.25606871,67.497,69.787,65.073,17351.0,1290.74997126951,0.73,7508739.0,7242618.0,0.39,93.0,54.93520355,62.2452907130405,62.2452907130405,4215630.0,122.0,3.23,11.33,15.2,16.66,66.47,7.162978701501002,0.5353846153846153,0.25524782053558265,0.5492673746471299,0.8776925885359621,0.925,0.6285184798206579
Senegal,SEN,2017,4.622,46.74,15157793.0,25.1204534504715,4.078,4.16359377,67.75,70.066,65.295,16922.0,1385.1992136057,,7714564.0,7443229.0,0.4,93.0,57.67406845,68.9961611199396,68.9961611199396,3989175.0,120.0,3.17,11.67,15.34,17.0,68.19,7.233599244816367,0.5422736555479918,0.2653526315811301,0.5723887619303669,0.8882803943044908,0.925,0.6386590886727959
Senegal,SEN,2018,4.584,47.192,15574909.0,25.4324042760609,3.567,4.43182087,68.097,70.258,65.78,16616.0,1484.22707035644,,7925155.0,7649754.0,0.41,92.0,65.77828217,61.8009740540162,61.8009740540162,4408782.0,118.0,3.08,12.02,15.47,17.35,69.92,7.302649424391696,0.5517222600408439,0.2752327455609104,0.5956445758838553,0.9026315050411436,0.9125,0.6475462173053507
Senegal,SEN,2019,4.517,47.653,16000781.0,25.7457429092513,2.863,4.49531031,68.526,70.954,65.947,16350.0,1462.67835252138,0.73,8140163.0,7860618.0,0.41,95.0,65.75260925,60.3429016299635,60.3429016299635,4679043.0,117.0,3.0,12.38,15.61,17.71,71.67,7.2880245221126305,0.5634036759700475,0.27314012679657135,0.6191692431778465,0.9224028983065128,0.95,0.6656231888501957
Senegal,SEN,2020,4.454,48.122,16436120.0,26.0601472837414,3.405,5.15119171,68.006,70.271,65.587,16046.0,1492.47590293523,,8359194.0,8076926.0,0.38,91.0,76.77999878,63.7402211262202,63.7402211262202,4782834.0,115.0,,12.76,15.76,18.09,73.42,7.308191699699386,0.5492443839346494,0.27602576756438785,0.6426939104718377,0.9071811722414133,0.9,0.6550290468424576
Senegal,SEN,2021,4.387,48.6,16876720.0,26.3758702365134,3.368,4.35098124,67.093,69.284,64.752,15794.0,1630.69507165793,,8579664.0,8297057.0,,85.0,71.22032928,,,4993873.0,113.0,,13.15,15.91,18.49,75.19,7.39676162723781,0.5243839346494215,0.28869888419699347,0.6664874311063315,0.9082202937624624,0.825,0.6425581087430418
Serbia,SRB,2012,1.45,55.356,7199077.0,74.7985525437393,24.0,9.32820415,74.8365853658537,77.5,72.3,441.0,6015.94522756969,5.16,3741536.0,3457540.0,,91.0,559.90539551,30.384649168974,30.384649168974,3108558.0,24.0,18.22,20.18,1.39,41.72,90.79,8.702168761128405,0.7352371781035723,0.4754843690745102,0.876193036698481,0.32878366613306376,0.9,0.6631396500019254
Serbia,SRB,2013,1.43,55.469,7164132.0,74.8210487862689,22.154,9.31232452,75.1853658536585,77.9,72.6,423.0,6755.07367461629,5.21,3724821.0,3439310.0,,95.0,627.53302002,28.4561350651549,28.4561350651549,3157875.0,27.0,17.92,20.81,1.38,41.62,91.3,8.81804915701377,0.7447342642248739,0.4920652313750991,0.8830487968813012,0.3806274047237903,0.95,0.6900951394410129
Serbia,SRB,2014,1.46,55.583,7130576.0,74.843680949378,19.223,9.24598789,75.3365853658537,78.0,72.8,402.0,6600.05621129155,5.22,3708638.0,3421938.0,,93.0,608.85858154,28.0367329195926,28.0367329195926,3171544.0,23.0,17.02,21.47,1.37,41.52,91.81,8.794833444840604,0.7488518819837628,0.488743387988111,0.8899045570641215,0.46294267981014975,0.925,0.7030885013692292
Serbia,SRB,2015,1.46,55.696,7095383.0,74.8661519666101,17.66,8.81319809,75.2878048780488,77.9,72.8,385.0,5588.9794435877,5.27,3691286.0,3404097.0,7.84,95.0,491.25177002,27.8632692496949,27.8632692496949,3135688.0,21.0,16.36,22.17,1.36,41.43,92.32,8.628551981250355,0.7475236181905732,0.4649508385248025,0.8967603172469417,0.5068385429831214,0.95,0.7132146633890878
Serbia,SRB,2016,1.46,55.81,7058322.0,74.888756731137,15.257,8.45890999,75.6878048780488,78.3,73.2,368.0,5765.20335248009,5.27,3672802.0,3385520.0,,92.0,486.42944336,25.5339499000416,25.5339499000416,3229602.0,19.0,15.18,22.9,1.35,41.35,92.83,8.659595705711604,0.7584153812947254,0.4693927608763502,0.903616077429762,0.5743252731204539,0.9125,0.7236498985442583
Serbia,SRB,2017,1.49,55.942,7020858.0,74.9140403674161,13.477,8.22039318,75.5390243902439,78.1,73.1,357.0,6292.5465490011,5.27,3653751.0,3367107.0,,95.0,515.84588623,26.2823086047504,26.2823086047504,3256850.0,19.0,0.35,23.17,1.34,41.27,93.34,8.747121124519035,0.7543641767254975,0.4819164229328989,0.9104718376125824,0.6243154435925521,0.95,0.7442135761727062
Serbia,SRB,2018,1.49,56.092,6982604.0,74.9420059674783,12.733,8.53168106,75.890243902439,78.4,73.5,349.0,7252.40366767165,5.3,3633970.0,3348634.0,,96.0,617.08679199,27.1283419584164,27.1283419584164,3275646.0,17.0,11.27,23.39,1.33,41.19,93.85,8.88908823326986,0.7639276760364601,0.5022299286249127,0.9173275977954025,0.6452102114752717,0.9625,0.7582390827864093
Serbia,SRB,2019,1.52,56.26,6945235.0,74.9726378509353,10.395,8.66552734,75.9365853658537,78.6,73.4,341.0,7417.20660836868,5.34,3614847.0,3330387.0,7.89,97.0,641.02966309,22.6362588980641,22.6362588980641,3272110.0,14.0,11.36,23.62,1.33,41.12,94.36,8.911557797404765,0.7651895266399918,0.5054450086738596,0.9241833579782228,0.7108714578594097,0.975,0.7761378702302968
Serbia,SRB,2020,1.48,56.446,6899126.0,75.0059465921081,9.011,8.70042133,74.4780487804878,77.5,71.6,330.0,7733.80346893763,5.35,3591804.0,3307322.0,,92.0,670.19439697,22.5075355689004,22.5075355689004,3218733.0,14.0,,23.86,1.32,41.04,95.3,8.953356060535555,0.7254744392236295,0.511425754943151,0.9368194649818523,0.7497402196197378,0.9125,0.767191975753674
Serbia,SRB,2021,1.52,56.651,6834326.0,75.0420724287269,10.061,10.0125246,72.780487804878,75.7,70.0,313.0,9232.95770463789,,3558849.0,3275476.0,,91.0,919.16790771,,,3396557.0,14.0,,24.09,1.32,40.98,95.38,9.130534720871623,0.67925085922064,0.5367775406976748,0.9378948783438633,0.7202516359142865,0.9,0.7548349828352928
Seychelles,SYC,2012,2.37,54.12,88303.0,,,5.39592934,74.2756097560976,79.5,69.3,21.0,12337.1554669388,3.22,42453.0,45851.0,9.68,98.0,599.81970215,9.81980568508283,9.81980568508283,,23.0,1.56,16.11,3.61,47.89,95.42,9.420370757673089,0.719962144481895,0.5782490197967594,0.9384325850248689,,0.9875,0.8060359373258807
Seychelles,SYC,2013,2.26,54.537,89949.0,,,4.24818325,73.119512195122,76.5,69.9,21.0,14821.2921476077,3.12,43102.0,46847.0,10.11,98.0,583.38354492,9.6559410030708,9.6559410030708,,27.0,1.51,16.5,3.5,48.38,95.54,9.603820084496512,0.6884822925833083,0.6044980501349365,0.9400457050678855,,0.9875,0.8051315119465325
Seychelles,SYC,2014,2.25,54.969,91359.0,,,4.59131193,73.2292682926829,78.3,68.4,20.0,15188.1902175113,3.08,43671.0,47687.0,10.68,99.0,650.09362793,9.06745868961229,9.06745868961229,,14.0,1.52,16.9,3.41,48.85,95.67,9.628273445470745,0.6914708861179824,0.6079969837380065,0.9417932517811534,,1.0,0.8103152804092856
Seychelles,SYC,2015,2.31,55.4,93419.0,,,4.37339973,74.2951219512195,78.7,70.1,21.0,15333.1051727105,3.04,44575.0,48844.0,12.03,97.0,623.9987793,9.00174536475684,9.00174536475684,,8.6,1.48,17.31,3.32,49.31,95.79,9.637769506651795,0.7204934499991694,0.6093557371461042,0.94340637182417,,0.975,0.812063889742361
Seychelles,SYC,2016,2.39,55.831,94677.0,,,4.96118879,74.309756097561,80.2,68.7,22.0,16566.9946042294,3.0,45099.0,49579.0,12.75,96.0,735.57043457,9.9122300080876,9.9122300080876,,13.0,1.45,17.73,3.23,49.78,95.92,9.715167718244599,0.7208919291371274,0.6204303376333313,0.9451539185374378,,0.9625,0.8122440463269741
Seychelles,SYC,2017,2.41,56.261,95843.0,,,4.76658726,74.3,78.5,70.3,22.0,17480.3651911372,2.97,45576.0,50266.0,12.43,97.0,736.65460205,9.84794743856559,9.84794743856559,,16.0,1.46,18.18,3.16,50.26,96.04,9.76883354093278,0.7206262763784886,0.6281091655268848,0.9467670385804544,,0.975,0.817625620121457
Seychelles,SYC,2018,2.41,56.691,96762.0,,,4.94443846,72.8414634146341,77.4,68.5,22.0,18440.2340460932,3.24,45934.0,50828.0,11.99,99.0,784.73242188,9.35591484940797,9.35591484940797,,15.0,1.42,18.64,3.08,50.74,96.17,9.822290189334442,0.6809111889621268,0.6357580635085226,0.9485145852937223,,1.0,0.8162959594410929
Seychelles,SYC,2019,2.36,57.119,97625.0,,,4.77020788,74.0463414634146,78.4,69.9,22.0,19141.5118743615,3.25,46256.0,51368.0,11.99,99.0,769.74798584,9.43411735985982,9.43411735985982,,14.0,1.4,19.13,3.01,51.24,96.29,9.859614652188395,0.7137193046539034,0.6410986715923701,0.9501277053367388,,1.0,0.8262364203957531
Seychelles,SYC,2020,2.29,57.546,98462.0,,,6.54135609,77.2365853658537,82.0,72.7,21.0,14041.4754074575,3.19,46598.0,51864.0,10.19,97.0,781.51965332,8.49983857722866,8.49983857722866,,8.6,,19.64,2.95,51.76,96.42,9.549770758059902,0.8005877567284874,0.5967643482241183,0.9518752520500068,,0.975,0.8310568392506531
Seychelles,SYC,2021,2.46,57.972,99258.0,,,5.25937986,73.3975609756097,75.6,71.3,21.0,14982.9111487767,,46958.0,52299.0,,94.0,718.49005127,,,,10.0,,20.19,2.89,52.29,96.42,9.614665573889853,0.6960533962044845,0.6060498878279263,0.9518752520500068,,0.9375,0.7978696340206044
Sierra Leone,SLE,2012,5.064,39.642,6788587.0,7.65852483961428,4.56,8.94355106,55.451,56.321,54.55,25173.0,558.179723315125,,3394265.0,3394323.0,0.41,91.0,50.08378601,42.3969895780679,42.3969895780679,2285506.0,314.0,4.75,2.15,10.11,12.04,40.79,6.324680995317269,0.2073791695030633,0.13529915512989665,0.20405968544159162,0.874743730165417,0.9,0.4642963480479937
Sierra Leone,SLE,2013,4.873,40.036,6964859.0,7.90237684735476,4.538,11.59017754,56.313,57.26,55.338,24489.0,706.452681507398,,3481154.0,3483704.0,0.41,92.0,81.8790741,34.4203331673694,34.4203331673694,2318440.0,313.0,4.56,2.13,10.1,12.14,42.1,6.560256223954345,0.23085091899251195,0.1690066722437075,0.22166957924452213,0.8753615862049597,0.9125,0.4818777513371403
Sierra Leone,SLE,2014,4.703,40.432,7140688.0,8.15013194693133,4.678,19.69004631,56.393,57.337,55.422,23931.0,702.338587730146,,3567901.0,3572787.0,0.38,83.0,138.29064941,36.2193735145078,36.2193735145078,2351170.0,310.0,4.41,2.12,9.46,12.23,43.41,6.554415606451444,0.2330292716133424,0.16817096164895076,0.23927947304745256,0.8714297750442329,0.8,0.4623818962707958
Sierra Leone,SLE,2015,4.548,40.829,7314773.0,8.40160250969397,4.621,19.65816307,57.189,58.202,56.151,23748.0,581.293411814954,,3653843.0,3660930.0,0.31,86.0,114.16482544,51.8061671080408,51.8061671080408,2391699.0,307.0,4.22,2.12,9.17,12.33,44.73,6.365255641106101,0.2547038801906058,0.14110481888846133,0.2570237935206345,0.8730305838739574,0.8375,0.4726726152947318
Sierra Leone,SLE,2016,4.466,41.228,7493913.0,8.656720511267,4.312,15.78850651,58.404,59.556,57.235,22448.0,515.447839602837,,3742430.0,3751483.0,0.27,84.0,81.37689209,48.7036743850653,48.7036743850653,2433870.0,304.0,4.54,2.12,8.89,12.43,46.05,6.24503611424995,0.2877876106194691,0.12390308769472495,0.27476811399381634,0.8817086527929902,0.8125,0.47613349302020014
Sierra Leone,SLE,2017,4.389,41.636,7677565.0,8.91571134282719,3.848,9.3997612,58.652,59.794,57.491,22065.0,484.456128767591,,3833302.0,3844264.0,0.25,90.0,45.5368042,44.7073767568936,44.7073767568936,2476830.0,301.0,4.67,2.13,8.62,12.54,47.37,6.183026877731671,0.29454050374404356,0.11503043409168284,0.2925124344669982,0.8947397983542562,0.8875,0.49686463413139614
Sierra Leone,SLE,2018,4.294,42.055,7861281.0,9.17847556387583,3.193,8.28987598,59.796,61.168,58.419,21708.0,519.649963861622,,3924338.0,3936943.0,0.26,93.0,43.07834244,44.3351501101334,44.3351501101334,2518499.0,298.0,4.92,2.16,8.35,12.66,48.7,6.253155438490739,0.32569094622191963,0.1250648493212864,0.31039118161043155,0.9131350577133711,0.925,0.5198564069734017
Sierra Leone,SLE,2019,4.192,42.484,8046828.0,9.44474856671426,3.204,9.12992668,60.255,61.554,58.941,21265.0,506.606913779078,,4016374.0,4030454.0,0.26,95.0,46.25284195,38.5920982937814,38.5920982937814,2590128.0,295.0,5.05,2.19,8.1,12.79,50.03,6.227735384886763,0.33818924438393466,0.12142759553680613,0.3282699287538648,0.9128261296935996,0.95,0.530142579673641
Sierra Leone,SLE,2020,4.08,42.923,8233970.0,9.71431305077627,3.485,9.32588673,59.763,61.116,58.404,20790.0,493.432240551423,,4109203.0,4124768.0,0.29,91.0,46.01692963,43.2210935036927,43.2210935036927,2642106.0,292.0,,10.02,7.86,12.93,51.37,6.201385545599333,0.324792375765827,0.1176573024382242,0.34628310256754935,0.9049344230067122,0.9,0.5187334407556625
Sierra Leone,SLE,2021,3.978,43.372,8420641.0,9.98694556406453,3.516,8.55334282,60.062,61.354,58.758,20299.0,504.621287621531,,4201801.0,4218841.0,,92.0,43.1619873,,,2717703.0,289.0,,10.29,7.63,13.09,52.71,6.22380822243865,0.33293396868618097,0.12086567357160476,0.3642962763812341,0.9040638076782656,0.9125,0.5269319452634571
Singapore,SGP,2012,1.29,100.0,5312437.0,100.0,3.72,3.32783675,81.9951219512195,84.3,79.8,113.0,55547.5553077786,2.15,2543402.0,2769034.0,1.99,97.0,1824.97924805,16.9223599271481,16.9223599271481,3185075.0,50.0,11.26,8.27,5.01,29.58,100.0,10.924994785238486,0.9301598897541048,0.7935396530795391,1.0,0.8983345971297779,0.975,0.9194068279926843
Singapore,SGP,2013,1.19,100.0,5399162.0,100.0,3.86,3.68562651,82.2463414634147,84.5,80.1,113.0,56967.4257940383,2.15,2582486.0,2816675.0,1.97,97.0,2069.36743164,18.076662563077,18.076662563077,3244474.0,46.0,10.28,8.55,5.05,29.91,100.0,10.950234906163724,0.9370004482890317,0.7971511610167884,1.0,0.8944027859690511,0.975,0.9207108790549743
Singapore,SGP,2014,1.25,100.0,5469724.0,100.0,3.74,3.87155652,82.4951219512195,84.8,80.3,113.0,57564.8023114977,2.2,2613879.0,2855844.0,1.92,96.0,2188.33520508,17.2816885850335,17.2816885850335,3339133.0,46.0,10.2,8.86,5.09,30.26,100.0,10.960666588923074,0.9437745936342955,0.7986437887738365,1.0,0.8977729098211026,0.9625,0.9205382584458469
Singapore,SGP,2015,1.24,100.0,5535002.0,100.0,3.79,4.18069839,82.7439024390244,85.1,80.5,115.0,55645.6068614606,2.35,2643311.0,2891691.0,1.91,96.0,2279.01708984,17.1833032960407,17.1833032960407,3437533.0,45.0,11.88,9.97,5.14,30.62,100.0,10.92675841129577,0.9505487389795614,0.7937920032771904,1.0,0.8963686915494145,0.9625,0.9206418867612334
Singapore,SGP,2016,1.2,100.0,5607283.0,100.0,4.08,4.38810682,82.8463414634146,85.1,80.7,102.0,56899.9181805173,2.44,2677036.0,2930247.0,1.89,97.0,2450.90136719,15.900294890346,15.900294890346,3480133.0,51.0,11.5,10.08,5.17,31.0,100.0,10.949049182161144,0.9533380929452581,0.7969815005124117,1.0,0.8882242255736232,0.975,0.9227087638062585
Singapore,SGP,2017,1.16,100.0,5612253.0,100.0,4.2,4.36493397,83.0951219512195,85.4,80.9,88.0,61162.0973932771,2.42,2679065.0,2933188.0,1.89,96.0,2599.30004883,16.0768840541767,16.0768840541767,3474178.0,48.0,11.52,10.6,5.21,31.38,100.0,11.02128295300105,0.9601122382905241,0.8073171418311867,1.0,0.8848541017215716,0.9625,0.9229566963686565
Singapore,SGP,2018,1.14,100.0,5638676.0,100.0,3.613,4.07545424,83.2975609756098,85.5,81.2,83.0,66840.6373389791,2.5,2691403.0,2947272.0,1.87,97.0,2641.50634766,15.9768571619193,15.9768571619193,3471429.0,48.0,12.55,10.19,5.26,31.78,100.0,11.110066517956794,0.9656245330322613,0.8200208269872409,1.0,0.9013396242311905,0.975,0.9323969968501384
Singapore,SGP,2019,1.14,100.0,5703569.0,100.0,3.1,4.39938164,83.5951219512195,85.9,81.4,81.0,66081.7199235165,2.6,2722116.0,2981453.0,1.87,97.0,2826.01000977,17.0759063187283,17.0759063187283,3527441.0,42.0,11.21,10.54,9.98,32.18,100.0,11.098647435754392,0.9737269421707146,0.818386916193698,1.0,0.9157469036987109,0.975,0.9365721524126247
Singapore,SGP,2020,1.1,100.0,5685807.0,100.0,4.1,5.71281767,83.5439024390244,85.9,81.3,79.0,61466.803676358,2.63,2712947.0,2972860.0,1.81,98.0,3367.7565918,13.8691955865476,13.8691955865476,3511798.0,48.0,,10.91,10.1,32.61,100.0,11.02625253044203,0.9723322651878663,0.8080282187878318,1.0,0.8876625382649479,0.9875,0.9311046044481293
Singapore,SGP,2021,1.12,100.0,5453566.0,100.0,4.64,5.56525183,83.0926829268293,85.5,80.8,78.0,79601.4129622433,2.65,2601057.0,2852509.0,,98.0,3969.89086914,,,3418165.0,51.0,,11.29,10.23,33.04,100.0,11.284787122456882,0.9600458251008658,0.8450208993649493,1.0,0.8724969809307159,0.9875,0.9330127410793061
Slovak Republic,SVK,2012,1.34,54.28,5407579.0,98.8287238347395,13.966,7.54,76.109756097561,79.9,72.5,317.0,17498.3539002594,5.91,2774136.0,2633443.0,10.3,99.0,1319.0,20.342178101972,20.342178101972,2709630.0,,,,,,,9.769862092645099,0.7699048631058135,0.6282563368769711,,0.6105821888954419,1.0,0.7521858472195566
Slovak Republic,SVK,2013,1.34,54.14,5413393.0,98.8643255731013,14.227,7.5,76.4121951219512,80.1,72.9,297.0,18276.0095516546,5.8,2776247.0,2637146.0,10.29,98.0,1370.0,19.5808878710842,19.5808878710842,2717943.0,,,,,,,9.813344525316786,0.778140098623586,0.6344780642288272,,0.6032521695172298,0.9875,0.7508425830924108
Slovak Republic,SVK,2014,1.37,54.0,5418649.0,98.8999277380174,11.537,6.88,76.8121951219512,80.5,73.3,291.0,18719.9881409371,5.78,2778259.0,2640390.0,10.32,97.0,1289.0,19.2661010504213,19.2661010504213,2739490.0,,,,,,,9.837347116534433,0.7890318617277386,0.6379124989906038,,0.6787991125340523,0.975,0.7701858683130988
Slovak Republic,SVK,2015,1.4,53.889,5423801.0,98.935528476486,11.492,6.76,76.5634146341463,80.2,73.1,287.0,16390.8821748507,5.75,2779841.0,2643961.0,10.32,96.0,1109.0,19.1867476350431,19.1867476350431,2740515.0,,,,,,,9.704480494258343,0.7822577163824723,0.6189011455043455,,0.6800629089785717,0.9625,0.7609304427163474
Slovak Republic,SVK,2016,1.48,53.806,5430798.0,98.9711298194259,9.679,7.09,77.1658536585366,80.7,73.8,288.0,16563.4404971229,5.78,2782101.0,2648698.0,10.14,96.0,1176.0,17.8788004543361,17.8788004543361,2760482.0,,,,,,,9.714953165848335,0.7986617742283623,0.620399638189206,,0.730979863509984,0.9625,0.778135318981888
Slovak Republic,SVK,2017,1.52,53.751,5439232.0,99.0067281387603,8.142,6.76,77.1658536585366,80.7,73.8,289.0,17585.197002257,5.82,2785261.0,2653970.0,10.07,96.0,1189.0,18.1847497519631,18.1847497519631,2755144.0,,,,,,,9.774812747703278,0.7986617742283623,0.6289647063055549,,0.7741455331816778,0.9625,0.7910680034288987
Slovak Republic,SVK,2018,1.54,53.726,5446771.0,99.042326711847,6.544,6.67,77.2658536585366,80.8,73.9,286.0,19486.3936845505,5.7,2788054.0,2658718.0,10.48,96.0,1300.0,18.678784905987,18.678784905987,2746932.0,,,,,,,9.877471741237553,0.8013847150044002,0.6436537710321957,,0.8190243491448311,0.9625,0.8066407087953568
Slovak Republic,SVK,2019,1.57,53.729,5454147.0,99.0779266373617,5.761,6.92,77.6658536585366,81.2,74.3,282.0,19381.8905468746,5.76,2790976.0,2663171.0,10.48,97.0,1342.0,15.8371166474072,15.8371166474072,2742063.0,,,,,,,9.872094432125243,0.8122764781085529,0.6428843533817147,,0.8410144072794675,0.975,0.8177938096924338
Slovak Republic,SVK,2020,1.59,53.76,5458827.0,99.1135332662023,6.719,7.13,76.8658536585366,80.4,73.5,276.0,19553.2609613643,5.68,2793108.0,2665719.0,10.67,97.0,1394.0,15.3916194257365,15.3916194257365,2712322.0,,,,,,,9.880897352596559,0.7904929519002476,0.6441439280583694,,0.8141095851939225,0.975,0.8059366162881348
Slovak Republic,SVK,2021,1.63,53.82,5447247.0,99.1491280746985,6.894,7.75,74.6146341463415,78.2,71.2,269.0,21765.722502093,,2787545.0,2659702.0,,97.0,1685.0,,,2773127.0,,,,,,,9.988091649028958,0.729193577844561,0.65948193113451,,0.8091948212430141,0.975,0.7932175825555213
Slovenia,SVN,2012,1.58,53.108,2057159.0,93.145360201197,8.852,8.72,80.1243902439024,83.3,77.1,54.0,22641.805122503,4.52,1039195.0,1017964.0,11.01,96.0,1975.0,18.3430191214734,18.3430191214734,1013066.0,7.5,21.95,16.39,0.83,43.81,99.5,10.027553260698047,0.8792209732852933,0.6651283352932581,0.9932786664874311,0.7542056337237061,0.9625,0.8508667217579378
Slovenia,SVN,2013,1.55,53.332,2059953.0,93.8254037652948,10.116,8.74,80.3219512195122,83.6,77.2,50.0,23503.2824850255,4.52,1040114.0,1019840.0,11.11,95.0,2055.0,18.16324478528,18.16324478528,1007387.0,7.8,22.25,16.44,0.84,43.69,99.5,10.064895370591728,0.8846004416477113,0.6704714684214284,0.9932786664874311,0.7187069958154296,0.95,0.8434115144744
Slovenia,SVN,2014,1.58,53.557,2061980.0,94.5054473293925,9.692,8.5,81.0780487804878,84.1,78.2,48.0,24247.1733184083,4.51,1040642.0,1021337.0,11.27,95.0,2062.0,17.79704248843,17.79704248843,1014398.0,7.9,19.56,16.49,0.85,43.58,99.5,10.096055325382148,0.9051885304421458,0.6749300217058306,0.9932786664874311,0.7306147667593451,0.95,0.8508023970789506
Slovenia,SVN,2015,1.57,53.781,2063531.0,95.1854908934904,8.975,8.5,80.7756097560976,83.9,77.8,46.0,20890.1664304173,4.48,1039891.0,1023640.0,11.58,95.0,1776.0,17.7209260643327,17.7209260643327,1007275.0,7.2,21.04,16.54,0.86,43.46,99.5,9.947033821508693,0.8969532949243728,0.6536071308348261,0.9932786664874311,0.7507512567753531,0.95,0.8489180698043967
Slovenia,SVN,2016,1.58,54.02,2065042.0,95.865534457588,8.007,8.46,81.1756097560976,84.3,78.2,44.0,21678.3594670629,4.43,1038201.0,1026841.0,11.31,94.0,1835.0,16.4517774590328,16.4517774590328,994139.0,6.6,19.05,16.59,0.86,43.35,99.5,9.98406978235201,0.9078450580285254,0.6589064583200422,0.9932786664874311,0.7779369225152358,0.9375,0.8550934210702469
